,,,,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NY,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,
2012,IV,Oct,2,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Oct,10,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Oct,1,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Oct,,100,100,100,300,100,100,100,100,400,700,100,100,100,300,100,100,100,100,400,1400,100,100,100,300,100,100,100,100,400,2100,100,100,100,300,100,100,100,100,400,2800,7000,100,100,100,300,100,100,100,100,400,3500,100,100,100,3800,100,100,100,100,400,4200,100,100,100,4500,100,100,100,100,400,4900,100,100,100,5200,100,100,100,100,400,5600,18200,
2012,IV,Nov,9,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Nov,8,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Nov,7,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Nov,6,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Nov,5,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Nov,4,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Nov,3,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Nov,2,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Nov,10,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Nov,1,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Nov,,100,100,100,300,100,100,100,100,400,700,100,100,100,300,100,100,100,100,400,1400,100,100,100,300,100,100,100,100,400,2100,100,100,100,300,100,100,100,100,400,2800,7000,100,100,100,300,100,100,100,100,400,3500,100,100,100,3800,100,100,100,100,400,4200,100,100,100,4500,100,100,100,100,400,4900,100,100,100,5200,100,100,100,100,400,5600,18200,
2012,IV,Dec,9,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Dec,8,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Dec,7,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Dec,6,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Dec,5,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Dec,4,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Dec,3,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Dec,2,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Dec,10,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Dec,1,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,IV,Dec,,100,100,100,300,100,100,100,100,400,700,100,100,100,300,100,100,100,100,400,1400,100,100,100,300,100,100,100,100,400,2100,100,100,100,300,100,100,100,100,400,2800,7000,100,100,100,300,100,100,100,100,400,3500,100,100,100,3800,100,100,100,100,400,4200,100,100,100,4500,100,100,100,100,400,4900,100,100,100,5200,100,100,100,100,400,5600,18200,
2012,IV,,,1500,1500,1500,4500,1500,1500,1500,1500,6000,10500,1500,1500,1500,4500,1500,1500,1500,1500,6000,21000,1500,1500,1500,4500,1500,1500,1500,1500,6000,31500,1500,1500,1500,4500,1500,1500,1500,1500,6000,42000,105000,1500,1500,1500,4500,1500,1500,1500,1500,6000,52500,1500,1500,1500,57000,1500,1500,1500,1500,6000,63000,1500,1500,1500,67500,1500,1500,1500,1500,6000,73500,1500,1500,1500,78000,1500,1500,1500,1500,6000,84000,273000,
2012,III,Sep,9,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Sep,8,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Sep,7,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Sep,6,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Sep,5,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Sep,4,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Sep,3,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Sep,2,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Sep,10,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Sep,1,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Sep,,100,100,100,300,100,100,100,100,400,700,100,100,100,300,100,100,100,100,400,1400,100,100,100,300,100,100,100,100,400,2100,100,100,100,300,100,100,100,100,400,2800,7000,100,100,100,300,100,100,100,100,400,3500,100,100,100,3800,100,100,100,100,400,4200,100,100,100,4500,100,100,100,100,400,4900,100,100,100,5200,100,100,100,100,400,5600,18200,
2012,III,Jul,9,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Jul,8,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Jul,7,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Jul,6,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Jul,5,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Jul,4,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Jul,3,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Jul,2,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Jul,10,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Jul,1,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Jul,,100,100,100,300,100,100,100,100,400,700,100,100,100,300,100,100,100,100,400,1400,100,100,100,300,100,100,100,100,400,2100,100,100,100,300,100,100,100,100,400,2800,7000,100,100,100,300,100,100,100,100,400,3500,100,100,100,3800,100,100,100,100,400,4200,100,100,100,4500,100,100,100,100,400,4900,100,100,100,5200,100,100,100,100,400,5600,18200,
2012,III,Aug,9,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Aug,8,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Aug,7,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Aug,6,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Aug,5,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Aug,4,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Aug,3,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Aug,2,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Aug,10,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Aug,1,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,III,Aug,,100,100,100,300,100,100,100,100,400,700,100,100,100,300,100,100,100,100,400,1400,100,100,100,300,100,100,100,100,400,2100,100,100,100,300,100,100,100,100,400,2800,7000,100,100,100,300,100,100,100,100,400,3500,100,100,100,3800,100,100,100,100,400,4200,100,100,100,4500,100,100,100,100,400,4900,100,100,100,5200,100,100,100,100,400,5600,18200,
2012,III,,,1800,1800,1800,5400,1800,1800,1800,1800,7200,12600,1800,1800,1800,5400,1800,1800,1800,1800,7200,25200,1800,1800,1800,5400,1800,1800,1800,1800,7200,37800,1800,1800,1800,5400,1800,1800,1800,1800,7200,50400,126000,1800,1800,1800,5400,1800,1800,1800,1800,7200,63000,1800,1800,1800,68400,1800,1800,1800,1800,7200,75600,1800,1800,1800,81000,1800,1800,1800,1800,7200,88200,1800,1800,1800,93600,1800,1800,1800,1800,7200,100800,327600,
2012,II,May,9,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,II,May,8,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,II,May,7,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,II,May,6,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,II,May,5,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,II,May,4,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,II,May,3,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,II,May,2,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,II,May,10,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,II,May,1,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,II,May,,100,100,100,300,100,100,100,100,400,700,100,100,100,300,100,100,100,100,400,1400,100,100,100,300,100,100,100,100,400,2100,100,100,100,300,100,100,100,100,400,2800,7000,100,100,100,300,100,100,100,100,400,3500,100,100,100,3800,100,100,100,100,400,4200,100,100,100,4500,100,100,100,100,400,4900,100,100,100,5200,100,100,100,100,400,5600,18200,
2012,II,Jun,9,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,II,Jun,8,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,II,Jun,7,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
2012,II,Jun,6,10,10,10,30,10,10,10,10,40,70,10,10,10,30,10,10,10,10,40,140,10,10,10,30,10,10,10,10,40,210,10,10,10,30,10,10,10,10,40,280,700,10,10,10,30,10,10,10,10,40,350,10,10,10,380,10,10,10,10,40,420,10,10,10,450,10,10,10,10,40,490,10,10,10,520,10,10,10,10,40,560,1820,
